user_name,submissions,comments,cmv_submissions,cmv_comments,deltas_awarded
1630,30,2731,25,228,GygCreInpSQgrowmeiMk
642,116,1424,51,267,ghALsJvzXvkUkokReFrd
390,651,642,33,809,FfdnXKhiDbzsLNFShoAa
1435,357,2307,244,510,YPNqNkdVtkyIWqxRkHlQ
1353,201,1751,83,930,ZXvwEHaujbXWYmdpaGuG
1151,347,1295,262,786,jTeroMFhkaYCehkzOSUJ
399,11,1743,10,47,DDZQsFEffmjBqRBUrimz
1623,568,2310,477,905,nPnLlYzlyYrqaorVjEYx
1421,508,1722,15,746,mHJiLSEMFYCJalBIbzmw
157,326,810,254,361,TwxzKykIWfTcGHnogaEs
1736,15,2261,4,22,hYCZxfjsvjpXKNQQuVGg
727,174,1195,6,807,kUObaCBsLKyeaRTgryJf
917,684,2753,104,882,hZqpOKtZGVpwnYvVsDFW
255,42,2333,33,406,exgbQLrSVqipDtdRhnue
13,41,57,33,307,dbJoaoCVCdNDQTLpprLS
424,149,2115,72,368,xWNvZCYQndRFaQcNyQkZ
1,505,2286,280,909,ELiHmcOckDUlqEupAEaD
850,14,1037,9,582,YEkbQugqHrDPOudPVzFD
186,43,659,30,76,hccAVjSxLlrKzLgtzyrE
2348,514,2860,180,533,IiXukMRXHaFkQheGlxvj
224,147,336,73,192,uLjkpkYBvDBemJTayEiC
415,150,1430,36,255,zgFjHjymdinLXjZZhtxY
795,447,2534,242,590,SVKViWIrzGCZIqVWawvQ
904,546,1955,340,842,mKLJafDrdPcxWlHfPXTj
1245,233,2893,36,251,CWNuwNjBGrijAeLNGSbS
996,101,1181,32,454,qNmojSVuEekvCYfWmyOQ
326,2,467,0,166,VkZtEGMGYLomMFLXLGrY
1242,29,1258,24,146,mHIXhVJhxPZpDoxWNigH
869,276,2141,61,487,WkdfFOTHbPYANgNnAxrQ
400,83,1131,3,652,JxfjWcuutHfeubLEsBgs
2509,527,2812,295,646,OKWGNYdWKlLAAqHuFuqX
9,700,35,435,926,TokSOjYRqfltHQJOlVqa
320,634,1437,30,681,udVqdoBOCsFsiiTUegQm
1857,319,2705,287,739,XWjWOruECZfgzmPamGbF
1165,161,2031,0,535,ILRaPgMeXTFeDqjemwUn
36,4,188,0,10,lwcFYDfFfgjHRAZDjHMT
892,200,2649,181,248,IOdnJZVEviqiXOFCPbVV
342,74,1857,25,388,HHfPoodBpsiZoKJwSsLN
2410,157,2803,56,228,GrJfvCQUywWqTNaAQCQZ
630,172,749,66,298,kWOKWNzqgsCBolFMnmVZ
1659,171,2618,156,643,RJTtdKHPxomdlbEUciam
1264,18,1355,6,20,vpcTSuvwPSBTXciLXPDd
804,623,1484,411,681,oJGQUaOIRkbizQHYsGNu
2,16,15,7,294,pAMfxNYahpRwWIyEpEnU
179,235,461,6,307,PJDnJbYMQYTsrPpdvEki
1153,76,1868,51,98,JMTZGtMJPuYwdlgkAAHy
858,41,2673,2,144,TiNKQuIKVJiBvQGJMzyp
1406,556,2501,306,832,cfCjPQvdEhJtXKJAnXgJ
2185,2,2303,0,4,rlhFGiXZnGVdkyLMVOMP
775,191,2894,81,348,VuweaCRgNKSztFWAjUVt
525,643,2657,161,995,nWgymdcCDbxqozFALKba
1248,849,2518,677,991,DxiuWqBgSeBTyOVArlLz
335,295,1767,168,876,HCkUPfYBZqkMXPLIBtDF
208,415,390,196,442,fuTqDFAUhhhUTFyJnNWy
1073,19,2824,6,533,fHLDzJSXcGRIMsqEzuOY
358,696,737,497,793,cvzRIdwASZRdsZEdYOPa
65,166,1314,40,458,WrCiTTBiFXpouavKEqWq
729,138,1350,102,775,EdsDOalAfxynBVQMmnmG
1209,71,1944,26,477,hxsbqqFdoRpAkKPDRkpe
76,288,524,11,311,DHhbOhweLRgNeNAsJWRZ
5,335,492,124,800,rpktdBpmXqTxiZLQlplZ
507,467,563,446,803,BPsOeNGAxTtGqwRJHjVt
79,767,305,240,993,kHlEuArlSjdyuouwvWQk
1981,6,2006,2,891,lkyEJwOtIlkMnaCoJoLB
2364,268,2610,166,313,ZFitASScGioVOGuHRyEJ
652,139,1859,60,465,rkLpKazOyWxdJvKZRphH
1191,207,1262,157,503,PRgkdBbVhpdMRvmxTyQK
323,101,1490,74,595,PrLoADCKUljkteaTPQWY
389,9,683,7,124,yLnnHXxVkHJqatNrjvbY
203,298,490,197,782,YXZjxkiWmlOjwsYWTvvB
1159,208,1663,72,293,rYvQANJWGYGQIuUXPMLy
52,26,155,3,39,SwKqEOrSPLEWzcyXRmZd
190,14,285,4,499,RVFQhaaMcRRuTztvmFsN
11,70,112,7,733,QoAeopQfrdamuYBwWeCf
364,123,675,30,843,XRlZhxsivDxAgReTepnE
803,106,2515,105,163,VbCsIulFFREvfmNAKnrz
1355,63,2955,24,283,SmWHNfUlcizpVzWqBnJq
1045,193,1368,139,368,ANpxNuGrpMPhjozQQNsi
2282,41,2679,13,613,LNnomYFYGXSBlLIluIBd
142,345,2797,315,809,WrCZqfQaWxVvQQmjLqbo
227,311,422,103,523,CoZgYdkJJLcfGbkJdDRu
1298,546,2240,272,614,TWRegUUjiASzvPnjAQbY
314,77,496,9,244,YKGZQzilblCfwgMtyiYb
2181,2,2582,1,3,OTBaTNlDcDkeMuYrapgD
301,585,587,522,926,bXkQpklhZgTJAWnlRiAT
232,249,1255,93,293,kznunYZMtPpUBtqBDEWb
198,280,256,2,373,kfjftoapVwnUrtLCjkQh
74,4,81,1,168,jjqODciKhPHZOSUyQDzE
235,53,269,9,301,qvdgOnPNqvEJYJkQgGMa
271,195,639,147,197,WKclEIJiYILZdyfCmJvT
563,376,816,34,668,XcUyuBzbeCfxqCrXzPlv
818,30,2201,24,84,bIJBrRvYxJPjijPZnVkL
904,178,2641,126,222,dkTeDywsZUtlKfipfUFc
208,446,733,372,862,FYPZSgSJeiJSFmpVZNTV
206,132,770,59,597,kkFrzCebUPGdkcxsTIbv
1725,603,2371,254,946,kjCfOaCMMxRZXtjonClS
889,77,1149,16,588,XTNnxlRwVilJcsuhXZzK
306,489,749,443,883,LGjAGfuXiVilZwuELlXt
108,246,324,240,727,ESZkZZkuIAbGfJkEeBxm
618,76,2071,66,933,eNQCKypWwioeDAIMyoSY
1264,105,2780,20,760,fnhGzuUNDgLWRwNNxBzx
990,8,1016,2,395,bXyPxBEllUNtrXrEuVKd
468,403,2928,250,813,ZLnjSKkuUXNIJSQOsZJo
208,8,2631,0,876,WUCfzymuHIuxMiRFTFAJ
1919,362,2339,163,463,oSVwYfrfxufObkjjvBjZ
2158,677,2739,568,835,QmonmkfNiezgmEaQBYcr
1973,47,2892,16,697,xVCLtYySlIugOFAVzAWZ
224,227,347,9,542,gfShFwWagPrOpJUGzbjF
37,554,2153,471,823,gjrhQKoiycdeDRSAYyKX
66,529,467,382,932,tSIFokStTFlfQERBBWvJ
220,260,426,205,982,iPiccTwOYCYrmbdDvNXO
105,554,669,294,825,VaVwbbSZQoOgPAHrYsFz
1263,446,1371,444,998,PzwlIlZIoNHRcXSLQHCh
15,665,131,394,690,fKTlFCGnXsinoiVKatlr
308,292,963,156,543,UdsfOsBkMrfyIbwNlibm
2017,965,2754,264,976,VLJwpEOOxSUgsGehwufh
617,203,739,124,987,CxSWUevdqGoCUZwPoOnL
1465,244,2197,184,316,kIeJksPmpWoKmkmWyKet
490,106,739,63,833,PKmNcNoYiKTHMeaDXvsm
620,209,1162,89,458,LSqYjTGUWYYXgmRJbrqU
668,227,1428,84,956,XmNcDlgqwIEqoiRuhKnt
1044,41,1462,5,146,OYWTyWDaaqlwuoTYqHbp
8,151,1401,14,891,tQGVVITfMEUwcXWuivNL
908,77,1667,18,216,APczEEbqbPfRJPBIjZgQ
694,131,892,61,812,ivQgRYXGoXFNzqjJvaUs
1146,62,1598,16,294,xkMjYlvfPNeGnzBSZEeX
1379,777,1471,396,970,SuhJYlDZUlNVZySlMKiL
357,41,772,17,247,GjGpAmXSsCFNGiAStIxo
544,50,680,46,195,CVfQyskOuHBKdNMGvYaB
754,390,2323,82,865,nIMJMypEoNIGCSCzHVee
1159,281,2187,83,327,ZWKeeSSCokqhKskBkCcx
2485,96,2877,77,234,dzhicGjWXaeatPMiGglz
271,43,2192,9,101,JFCsQYJojjWjeQTaclgV
2286,3,2801,0,9,KPUxBMbujBcUjmLMjqCf
666,95,764,34,115,vEsFZALGectRcEuktZqd
135,332,2041,289,378,ytlSYYpRgvPgFyuKJfHC
898,651,2297,162,828,MYuMoNmRAXBfyieXKadz
110,72,2181,12,661,NKfFMmkzlHnTPzkLLbMf
13,273,2831,252,348,snLSJIoEYsRgLibUWoqn
225,203,2517,126,292,cZQbgQCRsXtJCNIZclaj
219,537,890,300,870,fLGGgkOuqNavOWtJcSif
694,161,1339,86,283,umHXuOytKOZupyTGHoue
1215,359,1845,272,463,KIYwsdVHtAnGWxyyApKK
429,119,2052,75,137,RiKymbbTxgpPjNfgpfXz
616,235,1312,209,562,aqJCjWOPAFuaTSJsEhmp
987,494,1863,181,688,PreYfyYawbfGXEccTSGo
576,602,2118,152,677,gTNBDwmBHsbPPlgeVBcm
654,15,900,0,21,SveqKZdHpAzfdjONniEj
103,408,183,158,555,qxYMLUrITHftIIgdyvpk
583,246,1519,181,569,QwtfmmbtxpTnrOAMhREQ
1780,903,1863,281,954,yAJnqMSuCQdonRtSCouD
543,221,2058,197,265,wroxRHxBnxvMSBytNHlW
188,21,288,0,55,ByrtsLYcSryzGDcNBWaa
440,80,1456,78,306,UxnMBUIdpjabWdJfuhGD
789,539,2586,43,873,ygrlRLWLrnobcpxzEyji
1998,508,2124,275,983,WJAZabaKvoWRHDMwXCZc
1981,284,2278,213,415,qaqGCJhnVPdZDnHSjYAy
188,514,677,99,529,aBeghCrRGEgDZEregbXP
1750,4,2725,1,23,AwHqmPQpwJiDgoUpykqP
134,176,283,0,347,MhVPyzIHEHYdFvogbDEn
